ID,Mission Date,Operation,Country,SERVICE,Unit,Mission design series aircraft,Mission Number,Time of Day,Departure,Number of Planes Attacking,Call Sign,Weapons Expendend,Weapon Type,Weapon Weight,Bomb Load,Latitude,Longitude,Target Location,Target Country,Target Type,Launching Base,Base Latitude,Base Longitude,Bomb Damage Assessment,Enemy Action,Route Details,ISR COLLECTED,Friendly Casualties,WEATHER,Altitude,Date of Record
113,6/5/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,7,,,,9184,1312,49.115461,6.175875,Metz & Thionvilie,France,,Ochey,48.58129185,5.95351696,,,,,0,,10000,6/10/2016
114,6/6/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,10,,,,2246,224.6,50.3566962,7.5996166,Coblenz,Germany,"""Factories, Stn, Barracks""",Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
115,6/6/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,5,,,,1120,224,49.356794,6.167606,Thionville,France,Rail Stn & Sidings,Azelot,48.5941522,6.2420764,,,,,0,,6500,6/10/2016
116,6/6/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,10,,,,2395,239.5,49.356794,6.167606,"""Thionville, Metz-Sablon, Maizieres""",France,Rail & Blast Furnace,Ochey,48.58129185,5.95351696,,,,,0,,6500,6/10/2016
117,6/6/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,6,,,,8064,1344,49.356794,6.167606,"""Thionville, Moulin-Ies-Metz""",France,Rail,Ochey,48.58129185,5.95351696,,,,,0,,10000,6/10/2016
118,6/7/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,9,,,,1910,212.2222222,49.7,6.583333,Conz,Germany,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
119,6/7/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,4,,,,908,227,49.356794,6.167606,Thionville,France,Rail Stn & Sidings,Azelot,48.5941522,6.2420764,,,,,0,,6500,6/10/2016
120,6/8/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,11,,,,2698,245.2727273,49.356794,6.167606,Thionville,France,Rail Sidings,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
121,6/8/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,9,,,,2046,227.3333333,51.9691868,5.6653948,Hagendingen,Germany,Factories & Rail Sin,Azelot,48.5941522,6.2420764,,,,,0,,6500,6/10/2016
122,6/8/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,9,,,,2040,226.6666667,49.115461,6.175875,Metz-Sablon,France,Rail Stn,Azelot,48.5941522,6.2420764,,,,,0,,8700,6/10/2016
123,6/9/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,12,,,,2736,228,48.5812458,10.4953485,Dillingen,Austria,Factories & Station,Azelot,48.5941522,6.2420764,,,,,0,,6500,6/10/2016
124,6/9/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,6,,,,1362,227,51.9691868,5.6653948,Hagendingen,Germany,Railways & Factories,Azelot,48.5941522,6.2420764,,,,,0,,8700,6/10/2016
125,6/12/1918,WW I,USA,USAAS,96th Aero Squadron,Breguet 14 B2,1,,6/12/1918 16:20:00,8,,80,8 kilo bombs,1408,176,49.284483,5.700448,Dommary-Baroncourt,France,Rail Yards,Amanty,,,"""2 Bursts observed in rail yards, remainder on warehouse near station""","""Were shelled by anti-aircraft north of Etain, also active at Dommary-Baroncourt.  Accuracy poor.  Had combat with 3 enemy aircraft, 2 scout and 1 bi-plane followed formation from entrance into German lines until return to lines.  """,,No photographs were taken.,None,,10000,6/10/2016
126,6/12/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,6,,,,2736,456,49.115461,6.175875,Metz-Sablon,France,Railway Triangle,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
127,6/12/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,11,,,,2394,217.6363636,49.115461,6.175875,Metz-Sablon,France,Railway Stn,Azelot,48.5941522,6.2420764,,,,,0,,8700,6/10/2016
128,6/13/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,12,,,,2998,249.8333333,45.538718,4.675828,Treves,France,Railways,Azelot,48.5941522,6.2420764,,,,,1,,10000,6/10/2016
129,6/13/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,9,,,,2052,228,48.5812458,10.4953485,Dillingen,Austria,Usines Dillenqer Hutton W,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
130,6/13/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,8,,,,1828,228.5,51.9691868,5.6653948,Hagendingen,Germany,Railways & Factories,Azelot,48.5941522,6.2420764,,,,,0,,8700,6/10/2016
131,6/14/1918,WW I,USA,USAAS,96th Aero Squadron,Breguet 14 B2,2,,6/14/1918 17:50:00,5,,79,8 kilo bombs,1390.4,278.08,49.164419,5.875534,Conflans,France,Rail Yards,Amanty,,,"""Numerous bursts on roundhouse and buildings south of roundhouse.  Several hits observed on tracks. When last seen, the roundhouse was in flames.  Tracks also were lit.""","""Anti-aircraft active at Verdun, Pont-a-Mousson, and particularly active and accurate at Conflans.  One enemy aircraft seen at distance;""",,no exposures made.,None,Visibility good below; slight haze: Some Clouds; rather windy,12025,6/10/2016
132,6/18/1918,WW I,USA,USAAS,96th Aero Squadron,Breguet 14 B2,3,,6/18/1918 18:17:00,5,,35,115 mm,1540,308,49.165617,5.879407,Conflans,France,Rail Yards,Amanty,,,4 bursts observed on railroad tracks in R.R. yards; also in tracks and town of Conflans.,Anti-aircraft was accurate at Conflans and fairly accurte.  Saw several planes at distance; identity undetermined.,,No exposures made on trip.,None,Visibility poor; observation difficult,14625,6/10/2016
133,6/23/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,11,,,,2622,238.3636364,49.115461,6.175875,Metz-Sablon,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
134,6/23/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,12,,,,2736,228,49.115461,6.175875,Metz-Sablon,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
135,6/23/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,10,,,,2276,227.6,49.115461,6.175875,Metz-Sablon,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,8700,6/10/2016
136,6/23/1918,,UK,RAF,No. 215 Sqdn,Hadley Page O/400,,,Night,5,,,,10098,2019.6,48.152448,2.202988,Boulay. Ehrang,France,Aerodrome. Rail Jtn,Alquines,50.74335342,1.997103095,,,,,0,,10000,6/10/2016
137,6/24/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,10,,,,2328,232.8,49.115461,6.175875,Metz-Sablon & Dillinqen,France,Railways & Foundaries,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
138,6/24/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,10,,,,2276,227.6,48.5812458,10.4953485,Dillingen & Saarbrucken,Austria,Factories S Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
139,6/24/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,9,,,,2052,228,49.233333,7,Saarbrucken,Germany,Railway,Azelot,48.5941522,6.2420764,,,,,0,,6500,6/10/2016
140,6/25/1918,WW I,USA,USAAS,96th Aero Squadron,Breguet 14 B2,4,,6/25/1918 9:46:00,4,,32,115 mm,1408,352,49.159152,5.887354,Conflans,France,Rail Yards,Amanty,,,Direct observation impossible due to clouds; Probably struck eastern end of railroad yards,Anti-aircraft was active thruout course but not very accurate.  Saw one enemy aircraft at distance.,"""The itinerary included Gondrescourt, Bar-le-Duc, Verdun Conflans, Chambley, Vaucouleurs, Amanty.""",Made 8 exposures on trip across lines.,None,good,13000,6/10/2016
141,6/25/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,7,,,,1592,227.4285714,49.0080848,8.4037563,Karlsruhe,Germany,Munitions Factories,Azelot,48.5941522,6.2420764,,,,,1,,8700,6/10/2016
142,6/25/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,15,,,,4747,316.4666667,48.152448,2.202988,Boulay,France,Aerodrome; Rail Jin,Ochey,48.58129185,5.95351696,,,,,0,,8700,6/10/2016
143,6/25/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,5,,,,6720,1344,49.115461,6.175875,Metz-Sablon,France,Rail Triangle & Stn,Ochey,48.58129185,5.95351696,,,,,0,,10000,6/10/2016
144,6/26/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,10,,,,2532,253.2,49.0080848,8.4037563,Karisruhe,Germany,Railway Workshops,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
145,6/26/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,6,,,,1362,227,49.0080848,8.4037563,Karlsruhe,Germany,Railway Stns & Factories,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
146,6/26/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,3,,,,684,228,49.0080848,8.4037563,Karlsruhe,Germany,Railway Stn,Azelot,48.5941522,6.2420764,,,,,1,,6500,6/10/2016
147,6/26/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,6,,,,1860,310,48.152448,2.202988,Boulay,France,Aerodrome,Ochey,48.58129185,5.95351696,,,,,0,,8700,6/10/2016
148,6/26/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/400,,,Night,4,,,,5376,1344,48.152448,2.202988,"""Boulay, Mannheim, Saarbrucken""",France,"""Aerodrome, Rail, BASF""",Roville-aux-Chênes,48.382848,6.62454128,,,,,0,,10000,6/10/2016
149,6/27/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,11,,,,2628,238.9090909,49.356794,6.167606,Thionville,France,Railway Workshops,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
150,6/27/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,11,,,,2506,227.8181818,49.356794,6.167606,Thionville,France,Railway Workshops & Stn,Azelot,48.5941522,6.2420764,,,,,1,,10000,6/10/2016
151,6/27/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,5,,,,1132,226.4,49.356794,6.167606,Thionville,France,Railway Workshops,Azelot,48.5941522,6.2420764,,,,,0,,6500,6/10/2016
152,6/27/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,5,,,,1548,309.6,48.152448,2.202988,"""Boulay, Metz-Sablon, Contillon""",France,"""Aerodrome, Rail, Train""",Ochey,48.58129185,5.95351696,,,,,0,,6500,6/10/2016
153,6/28/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,9,,,,1856,206.2222222,49.115461,6.175875,Frescaty,France,Aerodrome,Azelot,48.5941522,6.2420764,,,,,0,,6500,6/10/2016
154,6/29/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,10,,,,2364,236.4,49.488333,8.464722,Mannheim,Germany,BASF,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
155,6/29/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,12,,,,3804,317,49.115461,6.175875,"""Frescaty, Boulay""",France,Aerodromes,Ochey,48.58129185,5.95351696,,,,,0,,8700,6/10/2016
156,6/29/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,6,,,,7952,1325.333333,49.488333,8.464722,"""Mannheim, Thionville, Metz-Sablon""",Germany,"""BASF, Rail Targets""",Ochey,48.58129185,5.95351696,,,,,0,,6500,6/10/2016
157,6/30/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,8,,,,1854,231.75,48.813288,7.79125,Hagenau,Germany,Aerodrome,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
158,6/30/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,6,,,,1362,227,48.813288,7.79125,Hagenau,Germany,Aerodrome,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
159,6/30/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,9,,,,2276,252.8888889,49.193507,8.11288,Landau,Germany,Rail Stn and Barracks,Azelot,48.5941522,6.2420764,,,,,1,,6500,6/10/2016
160,6/30/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,14,,,,3944,281.7142857,48.152448,2.202988,"""Boulay, Thionville, Remilly""",France,"""Aerodrome, Rail""",Ochey,48.58129185,5.95351696,,,,,0,,6500,6/10/2016
161,6/30/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,7,,,,9408,1344,49.488333,8.464722,Mannheim,Germany,"""BASF, Rail Targets""",Ochey,48.58129185,5.95351696,,,,,0,,6500,6/10/2016
162,7/1/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,11,,,,2420,220,49.7022517,6.58261299,"""Karthaus, Treves""",Italy,"""Railway, Workshops. Sin""",Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
163,7/1/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,6,,,,1356,226,49.7022517,6.58261299,Karthaus,Italy,Railways S Workships,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
164,7/1/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,4,,,,1362,340.5,49.115461,6.175875,Metz-Sablon,France,Railway Station,Azelot,48.5941522,6.2420764,,,,,2,,6500,6/10/2016
165,7/1/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,14,,,,3292,235.1428571,48.152448,2.202988,Boulay and Falkenburg,France,Aerodrome & Rail Stn,Ochey,48.58129185,5.95351696,,,,,0,,8700,6/10/2016
166,7/1/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,5,,,,6720,1344,49.488333,8.464722,Mannheim & Thionville,Germany,BASF and Rail Works,Ochey,48.58129185,5.95351696,,,,,0,,6500,6/10/2016
167,7/2/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,9,,,,2078,230.8888889,50.3566962,7.5996166,Coblenz,Germany,Railway Sidings,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
168,7/2/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,6,,,,1368,228,45.538718,4.675828,Treves,France,Railway Stn,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
169,7/3/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,4,,,,824,206,48.915636,8.007115,Buhl,France,Aerodrome,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
170,7/5/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,11,,,,2610,237.2727273,50.3566962,7.5996166,Coblenz,Germany,Railway Sidings,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
171,7/5/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,6,,,,1312,218.6666667,49.233333,7,Saarbrucken,Germany,Stations & Factories,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
172,7/5/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,4,,,,908,227,50.291002,2.777535,Arras,France,Village,Azelot,48.5941522,6.2420764,,,,,0,,6500,6/10/2016
173,7/6/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,12,,,,2774,231.1666667,49.115461,6.175875,Metz-Sablon,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
174,7/6/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,6,,,,1362,227,49.115461,6.175875,Metz-Sablon,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
175,7/6/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,6,,,,1698,283,49.115461,6.175875,Metz-Sablon,France,Railway Stn,Azelot,48.5941522,6.2420764,,,,,0,,8700,6/10/2016
176,7/6/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,9,,,,2468,274.2222222,49.133333,9.983333,Saarburg & Mame Canal,Germany,"""Rail Jtn, Convoy""",Ochey,48.58129185,5.95351696,,,,,0,,8700,6/10/2016
177,7/6/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,3,,,,4032,1344,49.115461,6.175875,Metz-Sablon,France,Railways,Ochey,48.58129185,5.95351696,,,,,0,,10000,6/10/2016
178,7/7/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,6,,,,1362,227,49.4446997,7.7690041,Kaiserslautern,Germany,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
179,7/7/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,5,,,,1132,226.4,49.4446997,7.7690041,Kaiserslautern,Germany,Rail Stn & Factories,Azelot,48.5941522,6.2420764,,,,,2,,6500,6/10/2016
180,7/8/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,12,,,,2784,232,,,S. Luxembourg,Luxembourg,Railway,Azelot,48.5941522,6.2420764,,,,,0,,9999,6/10/2016
181,7/8/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,6,,,,1272,212,48.915636,8.007115,Buhl,France,Aerodrome,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
182,7/8/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,4,,,,824,206,48.915636,8.007115,Buhl,France,Aerodrome,Azelot,48.5941522,6.2420764,,,,,0,,6500,6/10/2016
183,7/8/1918,,UK,RAF,No. 104 Sqdn,Airco DH9 Day Bomber,,,Day,4,,,,824,206,48.915636,8.007115,Buhl,France,Aerodrome,Azelot,48.5941522,6.2420764,,,,,0,,6500,6/10/2016
184,7/8/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,11,,,,3132,284.7272727,48.152448,2.202988,"""Boulay, Vallieres, Falknbrg""",France,"""Aerodrom e ,Trains""",Ochey,48.58129185,5.95351696,,,,,0,,8700,6/10/2016
185,7/8/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/400,,,Night,3,,,,3920,1306.666667,52.823785,8.8519121,Freisdorf & Boulay,Germany,Aerodromes,Roville-aux-Chênes,48.382848,6.62454128,,,,,0,,10000,6/10/2016
186,7/10/1918,WW I,USA,USAAS,96th Aero Squadron,Breguet 14 B2,5,,7/10/1918 18:05:00,6,,0,115 mm,0,0,49.159152,5.887354,Conflans,France,Rail Yards,Amanty,,,Up to 11:30 pm have not returned and no word received on the whereabouts of any of them.,None,,,Up to 11:30 pm have not returned and no word received on the whereabouts of any of them.,"""Windy, Sky nearly covered with clouds""",13000,6/10/2016
187,7/11/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,12,,,,2778,231.5,48.45,7.916667,Offenburg,Germany,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
188,7/11/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,10,,,,2503,250.3,48.152448,2.202988,"""Boulay, St Auold""",France,"""Aerodromes, Village""",Ochey,48.58129185,5.95351696,,,,,0,,8700,6/10/2016
189,7/11/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,4,,,,5376,1344,52.823785,8.8519121,Freisdorf & Boulay,Germany,Aerodromes,Ochey,48.58129185,5.95351696,,,,,0,,10000,6/10/2016
190,7/12/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,10,,,,2314,231.4,49.233333,7,Saarbrucken,Germany,Railway Sidings,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
191,7/15/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,11,,,,2504,227.6363636,48.45,7.916667,Offenburg,Germany,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
192,7/15/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,7,,,,1592,227.4285714,48.915636,8.007115,Buhl,France,Aerodrome,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
193,7/16/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,6,,,,1412,235.3333333,49.356794,6.167606,Thionville,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
194,7/16/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,12,,,,2718,226.5,49.356794,6.167606,Thionville,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
195,7/16/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,12,,,,3064,255.3333333,51.9691868,5.6653948,Hagendingen & Ham,Germany,Blast Furnaces & Rail Jtn,Ochey,48.58129185,5.95351696,,,,,0,,6500,6/10/2016
196,7/16/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,3,,,,4032,1344,49.233333,7,Saarbrucken & Dieuze,Germany,Burbach Works & Aerodrome,Ochey,48.58129185,5.95351696,,,,,0,,10000,6/10/2016
197,7/17/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,11,,,,2538,230.7272727,49.356794,6.167606,Thionville,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
198,7/17/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,6,,,,1350,225,49.356794,6.167606,Thionville,France,Railways,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
199,7/18/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,11,,,,5190,471.8181818,48.152448,2.202988,"""Boulay, Falkenburg""",France,"""Village, Aerodrome, Rail""",Ochey,48.58129185,5.95351696,,,,,0,,8700,6/10/2016
200,7/18/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,6,,,,7640,1273.333333,49.233333,7,"""Saarbrucken, Mannheim""",Germany,"""BASF, Blast Furnaces, Rail""",Ochey,48.58129185,5.95351696,,,,,0,,6500,6/10/2016
201,7/19/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,8,,,,1916,239.5,48.033333,12.083333,Oberndorf,Germany,Munition Works,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
202,7/19/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,14,,,,4868,347.7142857,48.152448,2.202988,"""Boulay, Freisdorf, Saar""",France,"""Aerodromes, Rail""",Ochey,48.58129185,5.95351696,,,,,0,,8700,6/10/2016
203,7/19/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,5,,,,6720,1344,49.488333,8.464722,Mannheim & Saarbrucken,Germany,"""BASF, Lanz, GB, Burbach Wrk""",Ochey,48.58129185,5.95351696,,,,,1,,6500,6/10/2016
204,7/20/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,11,,,,2548,231.6363636,48.033333,12.083333,Oberndorf,Germany,Munifion Works,Azelot,48.5941522,6.2420764,,,,,2,,10000,6/10/2016
205,7/20/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,10,,,,2270,227,48.45,7.916667,Offenburg,Germany,Railways,Azelot,48.5941522,6.2420764,,,,,1,,10000,6/10/2016
206,7/21/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,17,,,,5070,298.2352941,48.152448,2.202988,"""Boulay, Freisdorf""",France,Aerodromes & Rail,Ochey,48.58129185,5.95351696,,,,,0,,8700,6/10/2016
207,7/21/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,4,,,,5600,1400,49.488333,8.464722,"""Mannheim, Zweibrkn""",Germany,"""BASF, Rail, Factory""",Ochey,48.58129185,5.95351696,,,,,0,,6500,6/10/2016
208,7/22/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,10,,,,2302,230.2,48.1666854,8.6279301,Rottweil,Germany,Powder Factory,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
209,7/22/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,12,,,,2724,227,48.45,7.916667,Oftenburg,Germany,Rail Stn,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
210,7/22/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,15,,,,3402,226.8,48.152448,2.202988,Boulay and Lesse,France,"""Aerodrome, Village, Rail""",Ochey,48.58129185,5.95351696,,,,,0,,6500,6/10/2016
211,7/22/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,2,,,,2696,1348,49.049131,6.754021,"""Vahl Ebersing, Morhange""",France,Aerodromes,Ochey,48.58129185,5.95351696,,,,,0,,6500,6/10/2016
212,7/25/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,17,,,,4768,280.4705882,48.152448,2.202988,"""Boulay, Freisdorf, Morhange""",France,Aerodromes & 3 Trains,Ochey,48.58129185,5.95351696,,,,,0,,6500,6/10/2016
213,7/25/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,8,,,,11441,1430.125,48.45,7.916667,"""Offenburg, Buhl""",Germany,Rail and Aerodromes,Ochey,48.58129185,5.95351696,,,,,0,,6500,6/10/2016
214,7/29/1918,,UK,RAF,No. 100 Sqdn,FE2b,,,Night,9,,,,2626,291.7777778,48.152448,2.202988,"""Boulay, Morhange, Remilly""",France,Aerodromes & Rail,Ochey,48.58129185,5.95351696,,,,,0,,6500,6/10/2016
215,7/29/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,7,,,,9968,1424,48.766667,9.183333,Stuttgart,Germany,"""Fact, Rail, Aerodrome""",Ochey,48.58129185,5.95351696,,,,,0,,6500,6/10/2016
216,7/30/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,10,,,,2364,236.4,48.45,7.916667,Offenburg,Germany,Railway Sidings,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
217,7/30/1918,,UK,RAF,No. 99 Sqdn,Airco DH9 Day Bomber,,,Day,8,,,,1810,226.25,48.3427939,7.8775617,Lahr,Germany,Rail Station,Azelot,48.5941522,6.2420764,,,,,1,,10000,6/10/2016
218,7/30/1918,,UK,RAF,No. 216 Sqdn,Hadley Page O/100,,,Night,4,,,,6272,1568,48.766667,9.183333,Stuttgart & Hagenau,Germany,"""Magneto Wrks, Town, Rail""",Ochey,48.58129185,5.95351696,,,,,0,,10000,6/10/2016
219,7/31/1918,,UK,RAF,No. 55 Sqdn,Airco DH4 Day Bomber,,,Day,10,,,,2358,235.8,50.3566962,7.5996166,Coblenz,Germany,Factories & Barracks,Azelot,48.5941522,6.2420764,,,,,0,,10000,6/10/2016
